ElementType,Label,Value,DeviceIdOrHostname,InterfaceName
DEVICE,AVD_DC_Name,backbone,SN-BB1
DEVICE,AVD_DC_Name,backbone,SN-BB2
DEVICE,AVD_DC_Name,domain-a,SN-A-SPINE4
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF1
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF2
DEVICE,AVD_DC_Name,domain-a,SN-A-SPINE2
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF8
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF7
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF5
DEVICE,AVD_DC_Name,domain-a,SN-A-SPINE1
DEVICE,AVD_DC_Name,domain-a,SN-A-SPINE3
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF3
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF6
DEVICE,AVD_DC_Name,domain-a,SN-A-LEAF4
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF2
DEVICE,AVD_DC_Name,domain-b,SN-B-SPINE1
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF7
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF8
DEVICE,AVD_DC_Name,domain-b,SN-B-SPINE2
DEVICE,AVD_DC_Name,domain-b,SN-B-SPINE3
DEVICE,AVD_DC_Name,domain-b,SN-B-SPINE4
DEVICE,AVD_DC_Name,domain-b,SN-B-SW1
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF4
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF3
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF6
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF5
DEVICE,AVD_DC_Name,domain-b,SN-B-LEAF1
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF6
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF5
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF3
DEVICE,AVD_DC_Name,domain-c,SN-C-SPINE1
DEVICE,AVD_DC_Name,domain-c,SN-C-SPINE2
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF2
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF4
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF1
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF7
DEVICE,AVD_DC_Name,domain-c,SN-C-LEAF8
DEVICE,AVD_Fabric_Name,backbone
